5EE2C4D3BF57BDB455E74B03B89E43A7,E96EF8F6E6122591F9465376043B946D,2013-01-01 00:00:09,2013-01-01 00:00:36,26,0.10,-73.992210,40.725124,-73.991646,40.726658,CSH,2.50,0.50,0.50,0.00,0.00,3.50
42730E78D8BE872B52598742914DECFF,6016A71F1D29D678E87D36856ED918A7,2013-01-01 00:01:00,2013-01-01 00:01:00,0,0.01,0.000000,0.000000,0.000000,0.000000,CSH,2.50,0.50,0.50,0.00,0.00,3.50
CA6CD9BAED6A85E430F7BFC0BC84ABD0,77FFDF38272A6006517D53EDA14333E2,2013-01-01 00:00:20,2013-01-01 00:01:22,61,2.20,-73.970100,40.768005,-73.969772,40.767834,CSH,3.00,0.50,0.50,0.00,0.00,4.00
15162141EA7436635C696F5BC023D2D6,CDCB7729DE07243726FF7BB0BD5D06BF,2013-01-01 00:00:14,2013-01-01 00:01:37,83,0.20,-73.975441,40.749657,-73.977333,40.751991,CSH,3.00,0.50,0.50,0.00,0.00,4.00
025B98A22ED771118FC0EB44A0D3BD9D,7D89374F8E98F30A19F2381EC71A16BA,2013-01-01 00:00:40,2013-01-01 00:01:40,60,0.30,-74.005165,40.720531,-74.003929,40.725655,CSH,3.00,0.50,0.50,0.00,0.00,4.00
07290D3599E7A0D62097A346EFCC1FB5,E7750A37CAB07D0DFF0AF7E3573AC141,2013-01-01 00:00:00,2013-01-01 00:02:00,120,0.44,-73.956528,40.716976,-73.962440,40.715008,CSH,3.50,0.50,0.50,0.00,0.00,4.50
22D70BF00EEB0ADC83BA8177BB861991,3FF2709163DE7036FCAA4E5A3324E4BF,2013-01-01 00:02:00,2013-01-01 00:02:00,0,0.00,0.000000,0.000000,0.000000,0.000000,CSH,27.00,0.00,0.50,0.00,0.00,27.50
E79E74C15D90CD93B1564E91E3D64765,145038A0CC99D6982D8001BE668154CA,2013-01-01 00:01:00,2013-01-01 00:02:00,60,0.45,-73.952080,40.790169,-73.948921,40.794323,CSH,3.50,0.50,0.50,0.00,0.00,4.50
FD39403FDE46B6C753DDD6518A4365D7,2B36D07A27BB35D7DF7170C83EEAA196,2013-01-01 00:01:00,2013-01-01 00:02:00,60,0.34,-74.003197,40.708313,-74.005608,40.706551,CRD,3.50,0.50,0.50,0.80,0.00,5.30
E0F370CA508B7E8F639D7FAB3798F399,5AE4F2FB8B90CA06F9AA39FEF82DE2BB,2013-01-01 00:01:35,2013-01-01 00:02:23,48,1.20,-73.977898,40.757912,-73.978020,40.757362,DIS,2.50,0.50,0.50,0.00,0.00,3.50
08E54F4C460720DDE43460E354486FBC,33276CA24A915CBD668AF96873D07883,2013-01-01 00:00:00,2013-01-01 00:02:44,163,0.50,-73.999878,40.743343,-74.003708,40.748280,CRD,4.00,0.50,0.50,1.00,0.00,6.00
81124DBD6AB03F24B895D5CF04AAACA2,EFEDEB0551AA8916DE8F1997F0DE3647,2013-01-01 00:02:42,2013-01-01 00:02:50,8,0.00,-73.781586,40.644794,-73.781281,40.644878,NOC,20.00,0.50,0.00,0.00,0.00,20.50
8287BE67DA22E4ABB34A4E6709402BFF,B19151C3FB6D993FF43431B6A11E3367,2013-01-01 00:02:06,2013-01-01 00:02:54,48,0.00,-73.991959,40.726269,-73.992226,40.725510,NOC,2.50,0.50,0.50,0.00,0.00,3.50
0CEBE42EAF42C338052FAE8D61612C58,CC7A4176549BA819E07D4A0463F87D2E,2013-01-01 00:00:00,2013-01-01 00:03:00,180,1.56,-74.009750,40.706432,-73.971985,40.794716,CSH,6.50,0.50,0.50,0.00,0.00,7.50
0EC22AAF491A8BD91F279350C2B010FD,778C92B26AE78A9EBDF96B49C67E4007,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.71,-73.973145,40.752827,-73.965897,40.760445,CSH,4.00,0.50,0.50,0.00,0.00,5.00
1390FB380189DF6BBFDA4DC847CAD14F,BE317B986700F63C43438482792C8654,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.48,-74.004173,40.720947,-74.003838,40.726189,CSH,4.00,0.50,0.50,0.00,0.00,5.00
319AE2555940BA65DB0749E1DD1FBA0B,BAC146F5AA74DE3040A5D53572EA663A,2013-01-01 00:00:00,2013-01-01 00:03:00,180,0.39,-73.990608,40.734997,-73.989487,40.730324,CRD,4.00,0.50,0.50,0.90,0.00,5.90
3B4129883A1D05BE89F2C929DE136281,7077F9FD5AD649AEACA4746B2537E3FA,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.61,-73.987373,40.724861,-73.983772,40.730995,CRD,4.00,0.50,0.50,0.00,0.00,5.00
3E7DB7D3DC9961BA3A304E5B4B419E5F,452B322CA3BB3132FF0F59FADAE615D6,2013-01-01 00:00:00,2013-01-01 00:03:00,180,1.52,-73.954117,40.778343,-73.941818,40.795479,CSH,6.00,0.50,0.50,0.00,0.00,7.00
557B02E4BC71B16C0EBC9CEE6F757822,10DEF6B15C01194B2D4933C638926EEF,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.41,-73.976173,40.744942,-73.980919,40.747517,CSH,4.00,0.50,0.50,0.00,0.00,5.00
5CC9B3C9725FCD7FAE490B4C614D57EE,9F4A98FA581907FC25B5C1A9A5361365,2013-01-01 00:00:00,2013-01-01 00:03:00,180,0.64,-74.001404,40.722610,-73.998177,40.729485,CSH,4.50,0.50,0.50,0.00,0.00,5.50
5FAA7F69213D26A42FA435CA9511A4FF,00B7691D86D96AEBD21DD9E138F90840,2013-01-01 00:02:00,2013-01-01 00:03:00,60,0.00,0.000000,0.000000,0.000000,0.000000,CRD,2.50,0.50,0.50,0.25,0.00,3.75
BE4A6F08A4E9CA26DEBBD511A15E5D89,B6B300DB052529A0A9A238DE3C5C29E4,2013-01-01 00:00:00,2013-01-01 00:03:00,180,0.90,-73.946136,40.781349,-73.944977,40.790836,CSH,4.50,0.50,0.50,0.00,0.00,5.50
DFBFA82ECA8F7059B89C3E8B93DAA377,CF8604E72D83840FBA1978C2D2FC9CDB,2013-01-01 00:02:00,2013-01-01 00:03:00,60,0.39,-73.981544,40.781475,-73.979439,40.784386,CRD,3.00,0.50,0.50,0.70,0.00,4.70
E07A1976036B82DA9CB3EB5F5B8DA4B3,F33756EA65252C595891D693B90A9676,2013-01-01 00:01:00,2013-01-01 00:03:00,120,0.01,-73.982216,40.768768,-73.982132,40.768639,CSH,3.00,0.50,0.50,0.00,0.00,4.00
F07E8A597F1DF9BB32803DC3D5CB0DC5,D0626B4EF37543B0157317572E7AB578,2013-01-01 00:02:00,2013-01-01 00:03:00,60,0.77,-73.944618,40.783131,-73.947418,40.775574,CSH,4.50,0.50,0.50,0.00,0.00,5.50
FCA03DFDEACC34617F65E2B0D30A1ADB,BAEC454646DD96862C1B080EA8127955,2013-01-01 00:02:00,2013-01-01 00:03:00,60,0.34,-73.970459,40.764996,-73.971809,40.766048,CSH,3.00,0.50,0.50,0.00,0.00,4.00
1920DC2DE67BFC92C700DAE5A0C80E21,6728CFBAFBF5F724562E68EF62D2AE52,2013-01-01 00:00:02,2013-01-01 00:03:18,195,0.70,-73.978500,40.741291,-73.976997,40.732452,CSH,4.50,0.50,0.50,0.00,0.00,5.50
79E7DAB478510728043D760E44F8196B,922EFBE2E81AEDD70E4B212EE9AABC78,2013-01-01 00:00:55,2013-01-01 00:03:21,145,0.80,-73.962646,40.767467,-73.954063,40.776943,CRD,4.50,0.50,0.50,1.50,0.00,7.00
02B072BC2EE4ECC6960A29B645B3B448,F5DA86FBBA8D8C5627CA54CC9EC356F4,2013-01-01 00:01:40,2013-01-01 00:03:30,110,0.50,-73.994308,40.746120,-74.002373,40.748615,CSH,4.00,0.50,0.50,0.00,0.00,5.00
